number	status	branch	owner	patch_set	insertions	deletions	subject
9336	MERGED	master	Vitaly Fertman	9	129	95	LU-4942 at: per-export lock callback timeout
9339	MERGED	master	Niu Yawei	3	3	12	LU-4422 quota: fix s-q test_6
9342	ABANDONED	b2_4	Bruno Faccini	1	13	3	LU-4584 mdt: only get openlock when it is justified
9343	MERGED	master	Dmitry Eremin	3	15	8	LU-4629 utils: fix rsources leak
9344	MERGED	master	Andriy Skulysh	7	78	46	LU-4660 osd-ldiskfs: fix osd_bufs_get() error handling
9345	MERGED	master	Dmitry Eremin	2	2	2	LU-4629 gss: fix incorrect memset size
9346	MERGED	b2_5	Bob Glossman	3	28	29	LU-4269 ldlm: Hold lock when clearing flag
9347	MERGED	b2_5	Bob Glossman	2	109	83	LU-4098 lmv: kernel crash due to misconfigured MDT
9348	MERGED	master	Dmitry Eremin	5	32	26	LU-4629 osc: remove constant checks
9350	MERGED	master	Nathaniel Clark	25	6	5	LU-3665 tests: Cleanup echo client after obdfilter-survey
9351	ABANDONED	b2_5	Nathaniel Clark	1	5	3	LU-3665 tests: Cleanup echo client after obdfilter-survey
9358	MERGED	master	Christopher J. Morrone	4	20	2	LU-4624 llite: Avoid statahead thread start/stop deadlocks
9360	MERGED	master	Christopher J. Morrone	3	20	18	LU-4624 statahead: Improve statahead debug messages
9361	MERGED	master	Oleg Drokin	2	2	0	LU-3590 osp: compat macro for is_remote_trans
9362	ABANDONED	master	wangdi	1	180	34	LU-3594 lfsck: repair inconsistent OST-object owner
9363	ABANDONED	master	wangdi	1	208	7	LU-3592 lfsck: repair multiple referenced OST-object
9364	ABANDONED	master	Li Xi	1	3	2	LU-0000 ldlm: Fix assertion failure of inodebits
9366	MERGED	master	Lai Siyao	4	31	11	LU-4659 mdd: rename forgets updating target linkea
9369	MERGED	master	James Simmons	9	4002	3825	LU-3963 libcfs: convert LNET layer to linux list api
9374	ABANDONED	master	wangdi	1	3980	180	LU-3336 lfsck: orphan OST-objects iteration
9375	MERGED	master	Mikhail Pershin	4	0	7	LU-4384 ofd: remove INCOMPAT_SUPP, ROCOMPAT_SUPP defines
9376	MERGED	master	Michael MacDonald	5	30	16	LU-4643 hsm: Make sanity-hsm test_60 more robust
9377	ABANDONED	b2_5	Michael MacDonald	1	30	16	LU-4643 hsm: Make sanity-hsm test_60 more robust
9378	MERGED	b2_5	Michael MacDonald	6	30	19	LU-4643 hsm: Make sanity-hsm test_60 more robust
9379	MERGED	b2_5	Bob Glossman	5	32	15	LU-4471 mdd: mdd_unlink: do trans_start after sanity check
9381	ABANDONED	master	Jian Yu	1	75	4	LU-4668 autoconf: restore LIBCFS_FUNC_DUMP_TRACE test
9382	MERGED	b2_5	Bob Glossman	2	464	466	LU-4357 libcfs: restore __GFP_WAIT flag to memalloc calls
9383	MERGED	master	Jinshan Xiong	29	1101	276	LU-4665 utils: lfs setstripe to specify OSTs
9384	MERGED	master	James Simmons	5	44	80	LU-3319 procfs: Move NRS TBF proc handling to seq_files
9385	ABANDONED	b2_5	James Simmons	2	63	44	LU-4006 lnet: abort messages whose MD has been unlinked
9386	MERGED	master	Dmitry Eremin	5	67	49	LU-4629 lnet: fix issues found by Klocwork Insight tool
9387	MERGED	master	Dmitry Eremin	4	7	6	LU-4629 mdc: fix issue found by Klocwork Insight tool
9388	MERGED	master	Dmitry Eremin	3	9	7	LU-4629 obdclass: fix use after release
9389	MERGED	master	Dmitry Eremin	19	506	379	LU-4629 libcfs: fix buffer overflow of string buffer
9390	MERGED	master	Dmitry Eremin	2	5	3	LU-4629 lmv: fix issue found by Klocwork Insight tool
9391	MERGED	master	Dmitry Eremin	4	22	11	LU-4629 lov: fix sscanf format specification
9393	MERGED	master	James Nunez	8	4	4	LU-4639 hsm: HSM requests not delivered
9399	ABANDONED	master	Emoly Liu	1	2	3	LU-3410 mgc: quiet the console mgs error message
9400	MERGED	master	Dmitry Eremin	7	19	13	LU-4629 libcfs: fix issues found by Klocwork Insight tool
9401	MERGED	master	Jian Yu	9	1	3	LU-4669 ldiskfs: do not export static inline functions
9409	ABANDONED	master	Oleg Drokin	2	15	9	LU-4008 mdt: Shrink default LOVEA reply buffer
9410	ABANDONED	b2_4	Mikhail Pershin	1	1	1	LU-4384 ofd: add OBD_INCOMPAT_FID to the OST
9411	MERGED	b2_5	Mikhail Pershin	2	1	1	LU-4384 ofd: add OBD_INCOMPAT_FID to the OST
9412	MERGED	master	Li Xi	3	2	1	LU-4676 hsm: Fix return value error of ct_run()
9416	ABANDONED	master	Fan Yong	1	6980	1662	LU-1267 lfsck: combine DNE patches
9421	ABANDONED	b2_4	Bruno Faccini	3	31	1	LU-4584 ldlm: add lock hashing debug msgs
9422	MERGED	b2_5	James Nunez	5	4	4	LU-4639 hsm: HSM requests not delivered
9429	MERGED	master	John Hammond	5	222	494	LU-4679 liblustre: remove dead code and clean headers
9430	ABANDONED	master	Bobbie Lind	1	6	2	LU-4188 obdclass: Fix error checking in obd_config.c
9431	MERGED	master	Peng Tao	2	5	4	LU-4689 hsm: count NULL terminator in hai_first/hal_size
9433	ABANDONED	master	Zhenyu Xu	1	8	3	LU-4591 osc: allow lock to be cancelled at ENQ time
9440	MERGED	master	wangdi	2	1	0	LU-4690 tests: disable test_4 in sanity.sh
9441	ABANDONED	master	Zhenyu Xu	1	44	22	LU-4591 debug: add cl_lock debug masks
9442	MERGED	master	Oleg Drokin	2	0	1	Revert "LU-4199 llite: Init lli_lmv_md field of struct ll_inode_info"
9445	MERGED	master	Oleg Drokin	2	11	31	Revert "LU-4659 mdd: rename forgets updating target linkea"
9447	ABANDONED	master	Fan Yong	2	9	6	LU-4690 tests: disable some tests for known falures
9449	ABANDONED	master	Fan Yong	1	1054	178	LU-3951 lfsck: OST-object inconsistency self detect/repair
9451	MERGED	b2_5	James Simmons	4	6	7	LU-4300 ldlm: ELC picks locks in a safer policy
9454	ABANDONED	master	Niu Yawei	26	273	23	LU-4664 clio: consume grant for sync write
9455	MERGED	master	Li Xi	3	23	11	LU-4694 hsm: Cleanup codes about return value
9458	MERGED	master	Dmitry Eremin	2	1	25	LU-2982 build: make AC check for linux arch sandbox friendly
9465	MERGED	master	James Simmons	2	2	10	LU-3319 lprocfs: update nodemap lproc to newer kernel
9466	ABANDONED	b2_5	Andreas Dilger	1	21	5	LU-3838 mdt: restore lov_setea functionality
9468	MERGED	b2_5	Peng Tao	2	4	4	LU-4689 hsm: count NULL terminator in hai_first/hal_size
9469	MERGED	master	Li Dongyang	2	4	4	LU-4703 mdd: do not skip xattr sanity check for all cases
9473	MERGED	master	Li Xi	3	28	0	LU-4704 acl: fix permission problem of setfacl
9488	ABANDONED	b2_4	Bruno Faccini	9	70	20	LU-4584 mdt: ensure orig lock is found in hash upon resend
9491	ABANDONED	master	Andreas Dilger	1	34	91	LU-992 doc: remove old kernels from lustre/ChangeLog
9492	MERGED	b2_5	Andreas Dilger	2	109	78	LU-4209 utils: fix O_TMPFILE/O_LOV_DELAY_CREATE conflict
9500	MERGED	master	Niu Yawei	2	10	7	LU-4702 nodemap: fix nm_rbtree_postorder_for_each_entry_safe()
9502	ABANDONED	b2_1	Hongchao Zhang	1	11	2	LU-3949 llite: debug patch to track umount
9503	MERGED	master	Ryan Haasken	2	5	5	LU-4711 libcfs: Always clamp cdls_delay between min and max
9508	MERGED	master	Nathaniel Clark	5	19	0	LU-4703 tests: Add test to check setxattr fails when it should
9510	MERGED	master	Andreas Dilger	2	4	4	LU-4708 ldiskfs: do not copy NUL terminator from direntry
9511	MERGED	master	wangdi	37	2298	1031	LU-4690 lod: separate master object with master stripe
9512	MERGED	b2_5	Bob Glossman	3	1287	9	LU-4020 hsm: allow copytool event monitoring with JSON
9513	MERGED	b2_5	Bob Glossman	2	4	4	LU-4703 mdd: do not skip xattr sanity check for all cases
9514	MERGED	b2_5	Bob Glossman	2	28	0	LU-4704 acl: fix permission problem of setfacl
9517	MERGED	master	John Hammond	2	23	23	LU-4655 libcfs: properly (un)define CDEBUG_ENTRY_EXIT
9519	MERGED	master	John Hammond	4	109	52	LU-4699 libcfs: unify ERR_PTR definitions
9520	MERGED	master	Oleg Drokin	3	22	12	LU-4719 mdt: Don't try to print non-existent objects
9522	MERGED	master	wangdi	5	87	77	LU-4682 llite: a few fixes for migration.
9524	MERGED	master	Jinshan Xiong	2	2	0	LU-4591 lov: cancel ungranted sub lock
9525	ABANDONED	b2_5	Jian Yu	1	1	0	LU-4721 tests: perform sanity-scrub test
9529	ABANDONED	master	Joshua Walgenbach	3	284	0	LU-4647 nodemap: enable idmap and range procfile control
9534	MERGED	master	Michael MacDonald	2	19	9	LU-4643 hsm: Improve sanity-hsm test_60
9535	MERGED	master	Dmitry Eremin	9	30	11	LU-4707 build: Don’t deploy the "lustre" init script on clients
9537	MERGED	master	Bob Glossman	4	26	1	LU-4726 ptlrpc: vfs_rename api changed
9538	MERGED	master	Vitaly Fertman	7	281	72	LU-4725 mdt: child-parent lock ordering in rename
9541	MERGED	master	Emoly Liu	4	27	2	LU-4704 test: enable acl 974 and 2561 series test
9543	MERGED	master	Li Xi	2	8	6	LU-4728 mdt: fix NULL deference of mdt_fid_lock
9545	MERGED	master	Andreas Dilger	10	231	214	LU-4730 utils: lctl get_param, set_param cleanup
9548	ABANDONED	b2_5	Jian Yu	1	1	0	LU-4731 tests: perform sanity-lfsck test
9552	MERGED	master	Dmitry Eremin	11	70	56	LU-4735 lbuild: Build Xeon Phi client RPMs for SLES
9553	MERGED	master	Michael MacDonald	5	38	55	LU-4724 hsm: Safe copytool event logging
9558	MERGED	b2_4	Bob Glossman	2	4	4	LU-4703 mdd: do not skip xattr sanity check for all cases
9559	MERGED	b2_4	Bob Glossman	2	28	0	LU-4704 acl: fix permission problem of setfacl
9560	MERGED	master	wangdi	6	32	24	LU-4653 fid: only compare non-IDIF seq in lu_fid_diff
9561	ABANDONED	b2_5	Jian Yu	1	1	0	LU-4158 tests: perform replay-single test 85b test
9562	MERGED	master	Fan Yong	13	216	182	LU-4687 obdclass: unified flow control interfaces
9565	ABANDONED	b2_5	Jian Yu	1	1	0	INTL-52 tests: perform sanity test 116b
9568	MERGED	b2_5	Michael MacDonald	2	38	55	LU-4724 hsm: Safe copytool event logging
9570	ABANDONED	b2_4	Zhenyu Xu	1	11	3	LU-4743 osp: be tolerable to obsolete llog record type
9571	MERGED	master	Matt Ezell	6	5	8	LU-4008 mdt: Use actual size for layout lock intents
9572	MERGED	b2_5	Fan Yong	3	36	42	LU-4721 obdclass: handle local storage init/fini properly
9573	MERGED	master	Fan Yong	3	36	42	LU-4721 obdclass: handle local storage init/fini properly
9574	MERGED	master	Alex Zhuravlev	3	4	3	LU-4743 osp: continue llog processing
9576	ABANDONED	master	Li Xi	11	542	211	LU-4017 quota: cleanup codes of quota for new type
9577	MERGED	master	Bruno Faccini	5	2	2	LU-4176 tests: re-enable sanity-hsm/test_31a
9578	ABANDONED	b2_5	James Simmons	3	4	4	LU-4708 ldiskfs: do not copy NUL terminator from direntry
9579	ABANDONED	b2_5	Bob Glossman	1	38	55	LU-4724 hsm: Safe copytool event logging
9580	MERGED	master	Emoly Liu	3	6	3	LU-4748 test: get one single qos_threshold_rr number
9581	MERGED	master	James Nunez	2	127	100	LU-4747 tests: Call get_param from MDS
9582	MERGED	master	Dmitry Eremin	7	2285	2432	LU-3953 build: cache the results of configure between runs
9585	MERGED	master	John Hammond	2	112	23	LU-4453 build: warn on deprecated cfs_* uses
9586	MERGED	master	John Hammond	3	492	0	LU-4752 build: add gerrit_checkpatch.py to contrib/scripts/
9587	MERGED	master	Michael MacDonald	2	18	12	LU-4751 hsm: Fix sanity-hsm tests for non-mrsh $PDSH
9590	MERGED	master	wangdi	4	210	140	LU-4585 out: remove OBJECT_UPDATE_PER_RPC_MAX limit.
9593	MERGED	b2_5	Michael MacDonald	2	18	12	LU-4751 hsm: Fix sanity-hsm tests for non-mrsh $PDSH
9594	MERGED	master	Niu Yawei	2	8	7	LU-4742 mdd: improve error messages in obf_lookup()
9597	MERGED	master	Bruno Faccini	2	1	1	LU-4065 mdt: missing NL in CERROR format
9599	MERGED	master	Li Xi	5	1	1	LU-4755 ptlrpc: enlarge OST_MAXREQSIZE for 4MB RPC
9600	MERGED	master	Bruno Faccini	8	34	2	LU-4086 tests: strengthen sanity-hsm/test_33
9604	ABANDONED	b2_5	Nathaniel Clark	1	21	0	LU-4703 tests: Add test to check setxattr fails when it should
9636	MERGED	b2_5	Emoly Liu	2	6	3	LU-4748 test: get one single qos_threshold_rr number
9637	MERGED	master	Swapnil Pimpale	2	4	4	LU-4753 endianness: Fix cpu_to_leXX size mismatch
9638	MERGED	master	Emoly Liu	3	5	0	LU-4762 lctl: set_param should return error when value is null
9639	ABANDONED	b2_4	Rahul Deshmukh	2	30	5	LU-4131 mdd: Changelog not logging file truncate.
9641	MERGED	master	Swapnil Pimpale	4	10	7	LU-4674 endianness: Fix __{LITTLE,BIG}_ENDIAN macro usage
9642	ABANDONED	b2_5	Jian Yu	1	1	0	LU-0000 tests: perform obdfilter-survey test
9644	MERGED	master	Hongchao Zhang	3	2	9	LU-4252 osd: remove locking i_mutex in osd_punch
9645	ABANDONED	b2_5	Jian Yu	2	1	0	LU-4763 tests: perform sanity-scrub test
9650	MERGED	master	Nathaniel Clark	3	25	2	LU-4200 mgs: fix counting of mgs exports
9652	MERGED	b2_5	James Nunez	2	1	1	LU-4109 tests: raise out-of inode LOV EA detection threshold
9658	MERGED	master	Zhenyu Xu	7	1	8	LU-4717 llite: suppress non active IO error message
9661	MERGED	master	Fan Yong	2	53	43	LU-4767 lfsck: sub-task thread should not change lc_link
9662	MERGED	b2_5	James Simmons	3	4	4	LU-4708 ldiskfs: do not copy NUL terminator from direntry
9663	MERGED	master	Lai Siyao	7	612	680	LU-3270 statahead: statahead thread wait for RPCs to finish
9664	MERGED	master	Lai Siyao	11	292	375	LU-3270 statahead: use dcache-like interface for sa entry
9665	MERGED	master	Lai Siyao	9	15	7	LU-2272 statahead: ll_intent_drop_lock() called in spinlock
9666	MERGED	master	Lai Siyao	8	23	5	LU-3270 statahead: race in start/stop statahead
9667	MERGED	master	Lai Siyao	12	305	311	LU-3270 statahead: small fixes and cleanup
9668	MERGED	master	Dmitry Eremin	4	131	117	LU-4770 tests: tests scripts simplification
9669	MERGED	master	Nathaniel Clark	2	16	12	LU-4769 tests: conf-sanity/38 fix regression
9671	MERGED	master	John Hammond	2	3	3	LU-4738 lmv: access lum_stripe_offset as little endian
9672	MERGED	master	John Hammond	2	2	2	LU-4718 osp: clear oxe_ready on old oxe
9675	MERGED	master	Nathaniel Clark	2	4	10	LU-2524 tests: enable conf-sanity/58 on ZFS
9676	ABANDONED	b2_5	Minh Diep	1	2	2	LU-4750 kernel: disable Module signature verification
9678	MERGED	b2_5	James Simmons	4	8	6	LU-5066 build: fix compile issues with newer gcc
9684	ABANDONED	master	Jinshan Xiong	1	1	0	LU-4665 ptlrpc: export lustre_swab_lmv_mds_md
9685	ABANDONED	master	Jinshan Xiong	1	4	4	LU-4665 osd: to make zfs work on PPC nodes
9689	MERGED	master	wangdi	8	7	3	LU-4712 llite: lock the inode to be migrated
9690	MERGED	master	Fan Yong	2	18	2	LU-4775 lfsck: dump all visibile lfsck parameter correctly
9696	ABANDONED	master	Lai Siyao	3	28	45	LU-4367 llite: revalidate dentry for open(O_CREAT)
9697	ABANDONED	master	Lai Siyao	4	9	2	LU-4367 open: fetch open lock by default
9699	ABANDONED	master	wangdi	12	173	75	LU-4715 lmv: skip . and .. for slave stripe
9701	ABANDONED	master	Alex Zhuravlev	1	9	37	LU-0000 osd: drop few unsupported flags
9702	MERGED	master	Niu Yawei	5	30	19	LU-4778 llog: update catlog when plain log destroyed
9703	MERGED	master	Fan Yong	2	7	7	LU-4777 lfsck: redefine LFSCK_RBTREE_BITMAP_MASK
9704	MERGED	master	Fan Yong	18	795	1049	LU-4556 tests: speed up sanity-lfsck and sanity-scrub tests
9705	MERGED	b2_5	James Simmons	8	50	34	LU-4509 ptlrpc: re-enqueue ptlrpcd worker
9706	MERGED	master	Liang Zhen	2	12	11	LU-4780 lnet: NI shutdown may loop forever
9707	MERGED	b2_5	James Nunez	2	8	6	LU-4728 mdt: fix NULL deference of mdt_fid_lock
9708	MERGED	b2_5	James Nunez	3	18	24	LU-4545 hsm: Always report errors to coordinator.
9720	ABANDONED	master	Alex Zhuravlev	5	0	19	LU-0000 osd: remove unused ->do_data_get() method
9721	MERGED	master	Alex Zhuravlev	16	716	969	LU-4821 osd: cleanups in osd-zfs
9722	MERGED	master	Jian Yu	8	52	1	LU-4665 tests: support specifying arbitrary OST indices
9723	MERGED	master	Rahul Deshmukh	2	31	5	LU-4131 mdd: Changelog not logging file truncate.
9725	MERGED	master	Nathaniel Clark	2	3	0	LU-4108 tests: decrease load for zfs in performance-sanity/4
9726	MERGED	master	Alex Zhuravlev	26	58	48	LU-3680 osd: reduce osd_thread_info in ldiskfs osd
9732	ABANDONED	b2_4	Zhenyu Xu	5	39	19	LU-4593 ptlrpc: req could loop forever in sending list
9734	ABANDONED	b2_5	James Simmons	1	19	12	LU-4719 mdt: Don't try to print non-existent objects
9735	MERGED	b2_5	Bob Glossman	2	131	117	LU-4770 tests: tests scripts simplification
9737	MERGED	master	Emoly Liu	6	69	11	LU-4783 mgs: start params log during mgs initialization
9739	MERGED	master	Sarah Liu	14	6	3	LU-4745 tests: Skip dry-run for OST version older than 2.5.56
9742	MERGED	b2_5	Yang Sheng	2	2	9	LU-4252 osd: remove locking i_mutex in osd_punch
9745	MERGED	master	Lai Siyao	3	38	22	LU-4659 mdd: rename forgets updating target linkea
9747	ABANDONED	b2_4	Zhenyu Xu	6	50	34	LU-4509 ptlrpc: re-enqueue ptlrpcd worker
9748	MERGED	master	Fan Yong	3	4	1	LU-4796 osd: NOT inject OBD_FAIL_FID_LOOKUP on dotdot
9749	MERGED	master	Swapnil Pimpale	7	33	48	LU-4795 obd: Remove server_{get,put}_mount_2() functions
9752	MERGED	master	Ryan Haasken	2	6	5	LU-4799 llite: Do not rate limit dirty page discard warning
9754	ABANDONED	master	Bob Glossman	1	31	4	LU-4800 utils: do explicit modprobe when module autoload fails
9755	ABANDONED	master	John Hammond	2	814	398	LU-4679 llite: clean headers and userspace accesses
9756	MERGED	master	John Hammond	6	7	74	LU-2675 liblustre: disable liblustre by default
9757	MERGED	master	John Hammond	2	0	107	LU-2675 lustre: remove lustre/include/ioctl.h
9758	ABANDONED	master	Emoly Liu	1	56	9	LU-4783 mgs: start params log during mgs setup(fortestonly)
9759	MERGED	master	Fan Yong	4	17	7	LU-4803 ofd: skip orphan cleanup when inject OI error
9760	MERGED	master	Alex Zhuravlev	10	12	12	LU-4820 osd: drop memcpy in zfs osd
9762	ABANDONED	master	Alexander Boyko	2	42	4	LU-793 test: validate dropping resend request
9764	ABANDONED	master	Bruno Faccini	1	63	34	LU-4584 mdt: ensure orig lock is found in hash upon resend
9766	MERGED	master	Dmitry Eremin	9	548	489	LU-4808 tests: sanity cleanup to work on Xeon Phi
9767	MERGED	master	John Hammond	4	143	360	LU-2675 llite: remove dead code
9770	MERGED	master	Cliff White	3	1	357	LU-4759  build: Remove obsolete file. Documentation was removed from the tree FDL needs to be removed also.
9772	MERGED	master	Fan Yong	3	1	48	LU-4813 lfsck: reuse OUT_PORTAL for orphan iteration
9773	ABANDONED	master	wangdi	1	520	358	LU-4690 lod: separate master object with master stripe
9774	MERGED	master	Fan Yong	3	4	4	LU-4815 lfsck: pause LFSCK before server stack fini
9775	ABANDONED	master	Jian Yu	3	323	22	LU-4665 tests: add test cases for specifying OST indices
9778	MERGED	master	Parinay Kondekar	4	3	0	LU-4816 tests: Customer Wizard seems to be stuck on test 116
9779	MERGED	b2_5	James Nunez	3	39	30	LU-4403 mds: extra lock during resend lock lookup.
9783	ABANDONED	b2_4	Jinshan Xiong	1	2	0	LU-4591 lov: cancel ungranted sub lock
9784	MERGED	master	John Hammond	8	41	778	LU-2675 obd: remove dead code
9785	ABANDONED	master	Amir Shehata	1	1062	682	LU-2456 lnet: Dynamic LNet Configuration (DLC) config network
9786	ABANDONED	master	Amir Shehata	1	571	340	LU-2456 lnet: Dynamic LNet Configuration (DLC) config routing
9788	MERGED	master	Parinay Kondekar	2	20	10	LU-4819 tests: Lustre Sanity test_101b hangs for large OSTCOUNTs
9789	ABANDONED	master	Li Xi	4	304	11	LU-4017 quota: generate pool ID for OST pools
9794	MERGED	master	Matt Ezell	11	70	41	LU-4824 utils: lfs find should continue after errors
9797	MERGED	master	Bob Glossman	3	5	5	LU-4818 kernel: kernel update [RHEL6.5 2.6.32-431.11.2.el6]
9804	MERGED	master	wangdi	2	3	2	LU-4585 out: memset(ta, 0) will cause memory leak
9806	MERGED	master	wangdi	3	0	1	LU-4805 lmv: lookup remote migrating object in LMV
9807	ABANDONED	b2_4	Niu Yawei	3	240	97	LU-4611 osd: improve credits calculation
9808	ABANDONED	b2_4	Niu Yawei	1	161	97	LU-4249 quota: lqe reference debug patch
9810	MERGED	master	Jian Yu	4	1	104	LU-4669 lmv: remove unused lmv_adjust_dirpages()
9811	MERGED	master	Jian Yu	4	41	41	LU-4669 type: change "%llx" to "LPX64”
9812	MERGED	b2_5	Nathaniel Clark	6	0	4	LU-4811 mdt: remove eadatasize check in xattr packing
9813	ABANDONED	master	Hongchao Zhang	2	1	0	LU-4758 test: debug patch to collect logs
9815	ABANDONED	master	Li Xi	2	27	8	LU-4017 quota: add pool ID to pool_new operations
9816	ABANDONED	master	Li Xi	2	102	71	LU-4017 quota: add pool ID support to lov/lod
9825	MERGED	master	John Hammond	4	7	7	LU-4817 osd: fix some leXX_to_cpu() usage issues
9826	ABANDONED	b2_4	Bob Glossman	3	46	22	LU-4398 mdt: acquire an open lock for write or execute
9830	MERGED	master	Amir Shehata	5	156	91	LU-2456 lnet: Dynamic LNet Configuration (DLC)
9831	MERGED	master	Amir Shehata	8	518	309	LU-2456 lnet: Dynamic LNet Configuration (DLC) dynamic routing
9832	MERGED	master	Amir Shehata	9	837	612	LU-2456 lnet: DLC Feature dynamic net config
9833	ABANDONED	b2_4	Niu Yawei	1	161	97	LU-4249 quota: lqe reference debug patch
9834	MERGED	master	Zhenyu Xu	5	20	16	LU-4619 llite: prevent buffer overflow in fiemap
9835	MERGED	master	wangdi	4	18	6	LU-4791 lod: subtract xattr overhead when calculate max EA size.
9836	ABANDONED	master	wangdi	1	18	1	LU-4791 lod: release stripe info if xattr set fails
9837	ABANDONED	b2_4	wangdi	3	19	6	LU-4791 lod: subtract xattr overhead when calculate max EA size.
9838	MERGED	master	Alex Zhuravlev	4	13	7	LU-4838 osd: object iterator in zfs to sync before iteration
9839	ABANDONED	master	Hongchao Zhang	1	1	0	LU-4758 test: debug patch to collect logs
